pwdprmor,pwdstcrd,pwdsloan,pwarppg,pwarrspl,pwarrif,pwaotpen,pwatfs,pefatinc,pweight,pagemieg,peducmie,total_retirement_assets,retirement_preparedness,has_mortage,has_cc,has_student,retirement_preparedness_log
100000,2100,0,210000,87500,0,0,0,83000,812.6479,10,2,297500,3.5843373493975905,1,1,0,1.719965777209312
0,0,0,600000,0,20,0,0,66975,979.6876,13,4,600020,8.95886524822695,0,0,0,2.394148740413958
0,0,0,625000,0,600000,0,200000,124975,587.9457,13,4,1425000,11.402280456091217,0,0,0,2.595424875767722
190000,1900,0,1100000,750000,0,0,0,121425,4211.9963,9,3,1850000,15.23574222771258,1,1,0,2.846985264182984
20000,900,0,0,0,47500,0,0,25275,1823.6019,12,2,47500,1.8793273986152323,1,1,0,1.3556617877358201
0,0,0,0,82500,0,0,0,53775,1431.772,10,3,82500,1.5341701534170153,0,0,0,1.2624785202814641
0,500,0,370000,6750,0,0,67500,73425,466.2406,9,3,444250,6.050391556009534,0,1,0,2.08572073074564
0,100,0,0,85000,0,100000,45000,18025,587.7839,8,3,230000,12.76005547850208,0,1,0,2.6919245778713656
28000,0,10000,4400,120000,0,0,175,99600,1953.1004,9,2,124575,1.2507530120481927,1,0,1,1.1788866655190984
0,2300,0,11500,0,0,0,3000,22400,1870.2918,7,2,14500,0.6473214285714286,0,1,0,0.9735483471426857
48000,8250,0,330000,0,0,0,400,68425,992.4322,8,2,330400,4.828644501278772,1,1,0,1.9211261914089295
340000,5750,0,0,18000,0,2500,1700,110750,1746.8805,6,3,22200,0.20045146726862303,1,1,0,0.7886625517059156
0,0,0,1350000,240000,0,0,1150,139675,307.5268,11,4,1591150,11.391802398424915,0,0,0,2.5946427584429883
0,0,0,0,220000,0,0,50000,168400,586.7602,6,3,270000,1.6033254156769596,0,0,0,1.2818571456661507
0,2400,0,290000,260000,0,4000,0,59675,737.3587,8,4,554000,9.28361960620025,0,1,0,2.423352081671157
380000,0,0,75000,190000,0,2400,0,141525,1698.2405,6,4,267400,1.8894188305953012,1,0,0,1.3582597455936885
47000,0,0,460000,26000,0,0,27000,34700,4770.6561,11,2,513000,14.78386167146974,1,0,0,2.820417809929663
130000,325,0,360000,35000,0,0,10500,53750,2225.86,9,1,405500,7.544186046511628,1,1,0,2.2559321781629973
145000,0,0,0,950000,0,0,200000,269200,1104.6901,8,4,1150000,4.271916790490342,1,0,0,1.836082016137771
0,0,0,0,0,72500,0,72500,82725,1047.8759,14,2,145000,1.7527954064672107,0,0,0,1.322501004003226
0,0,0,0,0,100000,0,0,119400,724.4051,13,2,100000,0.8375209380234506,0,0,0,1.0429307618193975
675000,0,0,460000,390000,0,0,60000,174775,606.59760000000006,6,4,910000,5.206694321270205,1,0,0,1.975010360899633
0,8250,0,0,925,850000,0,15500,104950,1365.3524,14,4,866425,8.255597903763697,0,1,0,2.327823693458463
400000,6000,0,0,50000,0,0,5750,87700,1014.926,8,3,55750,0.6356898517673888,1,1,0,0.9691449510560971
0,0,0,0,1200000,0,0,85000,130200,994.4511,9,3,1285000,9.869431643625193,0,0,0,2.473966325725015
0,0,0,625000,100000,0,0,105000,152325,972.6475,9,3,830000,5.448875759067783,0,0,0,2.008063116181073
165000,11500,0,1250000,0,0,0,0,112525,1078.9253,7,2,1250000,11.108642523883582,1,1,0,2.573271747325474
22000,0,0,125000,75000,3500,0,2100,41350,3505.2202,12,4,205600,4.9721886336154775,1,0,0,1.9419291831746561
26000,0,0,280000,0,0,0,0,30175,251.8259,12,1,280000,9.27920463960232,1,0,0,2.422960732910365
150000,0,0,110000,100000,0,0,0,104525,3000.1154,7,4,210000,2.0090887347524515,1,0,0,1.3885639673022863
150000,0,8000,85000,90000,0,0,0,124975,1478.264,10,2,175000,1.4002800560112023,1,0,1,1.2238577976450011
0,0,0,170000,0,0,0,0,47275,2747.5445,13,1,170000,3.5959809624537282,0,0,0,1.7220486548056195
0,1500,0,62500,0,0,0,0,22000,1914.0917,11,1,62500,2.840909090909091,0,1,0,1.577102531791164
0,0,8000,0,825000,240000,0,0,77050,1216.6038,8,4,1065000,13.82219338092148,0,0,1,2.761413598804976
0,0,0,0,0,55000,0,55000,50475,924.1498,13,4,110000,2.1792966815255075,0,0,0,1.4301429743714464
0,0,36000,330000,350000,0,0,0,106800,1363.3356,9,2,680000,6.367041198501872,0,0,1,2.1243003212288967
0,0,0,135000,625000,10000,0,30000,58600,895.3935,11,2,800000,13.651877133105803,0,0,0,2.7505908544007824
260000,0,0,675000,75000,0,0,20000,70625,1222.1698,7,4,770000,10.902654867256636,1,0,0,2.557433093856263
0,0,0,460000,0,320000,0,15000,125325,545.577,12,3,795000,6.3435068821065235,0,0,0,2.1214836174509504
0,0,0,155000,0,10000,0,0,46875,951.9749,12,1,165000,3.52,0,0,0,1.7083778602890038
0,16000,0,80000,190000,0,0,1950,40750,1912.0493,11,2,271950,6.673619631901841,0,1,0,2.160286192930091
0,0,0,32000,0,0,0,0,34350,2604.6391,14,1,32000,0.9315866084425036,0,0,0,1.0755437810561583
250000,2000,0,775000,350000,0,0,85000,158200,1086.0302,7,4,1210000,7.648546144121365,1,1,0,2.2668072453604684
0,0,0,0,0,1600000,0,62500,123200,448.0574,12,4,1662500,13.494318181818182,0,0,0,2.7404733878074365
105000,0,0,600000,0,0,0,52500,109625,311.6518,9,3,652500,5.952109464082098,1,0,0,2.0734372348634134
0,0,0,92500,575000,0,0,57500,183450,1785.3789,6,3,725000,3.952030526028891,0,0,0,1.7837324262187295
0,0,0,21000,0,35000,0,6750,38000,1497.9929,13,4,62750,1.6513157894736843,0,0,0,1.2950875929001582
0,0,0,0,20000,0,0,5000,37675,5551.3981,7,4,25000,0.6635700066357001,0,0,0,0.979667330729788
0,0,0,0,40000,0,19000,0,35775,1358.2098,10,3,59000,1.6491963661774982,0,0,0,1.2945069697026232
5,3600,0,145000,220000,240000,0,0,40975,620.0017,11,3,605000,14.765100671140939,1,1,0,2.819299384740064
10000,0,0,1050000,200000,0,30000,29000,199275,1064.8573,7,4,1309000,6.568811943294443,1,0,0,2.1481290932790986
50000,0,0,170000,0,0,0,0,54275,796.9307,12,3,170000,3.132197144173192,1,0,0,1.635533860702469
0,0,0,825000,7500,18000,0,950,80825,2531.6873,12,3,851450,10.534488091555831,0,0,0,2.528483892448135
0,0,0,1900000,65000,0,0,100000,124325,730.1326,9,3,2065000,16.609692338628594,0,0,0,2.9236825384717537
0,25000,0,190000,26000,0,0,1000,117600,1176.9916,7,3,217000,1.8452380952380953,0,1,0,1.346835524379343
130000,1400,0,70000,0,21000,0,0,42325,2406.0903,11,2,91000,2.1500295333727113,1,1,0,1.4231154506926371
34000,0,0,155000,145000,0,0,9500,86950,1742.1745,9,2,309500,3.5595169637722828,1,0,0,1.7155112274690907
0,0,0,310000,62500,0,0,47000,104775,1335.2453,10,3,419500,4.0038177046051064,0,0,0,1.7923955509860048
0,0,0,175000,140000,0,105000,75000,94950,231.5976,9,4,495000,5.213270142180095,0,0,0,1.9759224049455646
0,0,0,600000,65000,0,0,2100,114125,1958.8168,9,2,667100,5.845345016429354,0,0,0,2.059920364367636
72500,2900,0,525000,5000,0,0,400,53575,139.4819,7,4,530400,9.900139990667288,1,1,0,2.47655016396991
0,0,0,0,210000,70000,0,0,102775,1575.9445,8,2,280000,2.7243979567015324,0,0,0,1.5527401362564208
280000,1200,0,210000,72500,0,0,0,38850,796.8008,11,4,282500,7.271557271557271,1,1,0,2.226951355928199
0,0,0,450000,100000,0,0,31000,80150,2416.9221,13,2,581000,7.248908296943231,0,0,0,2.224505522607112
0,35000,0,1400000,50000,0,0,34000,108475,183.9923,8,4,1484000,13.680571560267342,0,1,0,2.7524224658055823
0,0,0,210000,340000,0,0,29000,269425,564.8656,10,3,579000,2.1490210633757076,0,0,0,1.4228724180733727
180000,15000,0,0,50000,0,0,10000,78225,1187.7129,8,2,60000,0.7670182166826462,1,1,0,1.0177702843330438
0,1750,0,260000,0,0,0,0,55175,2970.6165,13,4,260000,4.7122791119166285,0,1,0,1.903938552316498
0,0,0,185000,30000,0,0,8000,60900,2400.6921,11,2,223000,3.6617405582922826,0,0,0,1.7337313640736867
775000,5000,0,550000,0,0,0,1050,127525,611.2587,7,4,551050,4.321113507155459,1,1,0,1.843895380480565
0,0,0,180000,625000,0,11000,0,167650,124.7937,11,2,816000,4.8672830301222785,0,0,0,1.9267685447673812
90000,19000,0,850000,15000,0,0,4750,74350,1498.0674,7,1,869750,11.698049764626765,1,1,0,2.6172534697539853
0,1650,0,450000,0,700000,220000,1000,94500,888.0576,12,4,1371000,14.507936507936508,0,1,0,2.8038412657438854
0,0,0,0,0,200000,0,0,27400,3474.9422,12,2,200000,7.299270072992701,0,0,0,2.229935910303984
100000,0,0,19000,0,0,0,0,67450,815.6003,10,2,19000,0.28169014084507044,1,0,0,0.8249164581910687
0,0,0,0,220000,0,0,26000,50450,629.4147,10,2,246000,4.8761149653121905,0,0,0,1.928053807176086
220000,15000,0,5250,200000,0,0,30000,127025,2088.3747,6,4,235250,1.851997638260185,1,1,0,1.3485918808152824
21000,0,0,12000,750000,0,0,90000,241875,257.3789,9,4,852000,3.5224806201550387,1,0,0,1.7088271470538343
0,0,0,130000,0,0,0,36000,50675,1467.6125,14,2,166000,3.2757770103601382,0,0,0,1.6631259690566769
205000,12500,0,975000,300000,0,1450,10000,177025,225.5948,8,4,1286450,7.267052676175681,1,1,0,2.2264653868633184
95000,19000,0,35000,0,0,0,0,42625,5020.963,7,4,35000,0.8211143695014663,1,1,0,1.0371319733821898
26000,0,0,0,1650000,0,0,145000,208000,1816.454,9,4,1795000,8.629807692307692,1,0,0,2.363662101156128
0,0,0,575000,0,40000,0,2800,58975,1801.2348,13,4,617800,10.475625264942773,0,0,0,2.5237767618198435
50000,275,0,290000,21000,0,0,1450,65300,2150.2896,10,3,312450,4.784839203675345,1,1,0,1.914690594210926
0,0,0,0,0,7500,0,18000,48050,1912.9601,13,1,25500,0.5306971904266389,0,0,0,0.9284948341157652
0,5000,0,150000,55000,12000,0,875,94250,1653.6147,10,2,217875,2.3116710875331563,0,1,0,1.4613255522959492
230000,8250,19000,1000000,0,0,0,0,118350,2278.9256,7,1,1000000,8.449514152936207,1,1,1,2.3465554847880186
165000,0,0,135000,10000,0,0,0,202575,1374.0216,10,4,145000,0.715784277428113,1,0,0,0.9990807799691328
0,150,0,105000,0,0,0,10000,25975,2381.1491,13,1,115000,4.427333974975938,0,1,0,1.8605598294043724
62500,13000,0,300000,19000,0,5000,50,33750,1864.1808,10,2,324050,9.601481481481482,1,1,0,2.4511328038784077
0,0,0,57500,15500,0,0,0,116375,8123.8551,11,2,73000,0.6272824919441461,0,0,0,0.9659500389700506
0,0,0,46000,0,0,0,31000,45900,750.0947,14,1,77000,1.6775599128540306,0,0,0,1.3022494650953573
0,0,0,775000,350000,0,0,80000,79100,973.8712,10,4,1205000,15.233881163084703,0,0,0,2.846877281301443
5000,14500,0,165000,410000,0,130000,0,91175,279.0878,10,4,705000,7.732382780367425,1,1,0,2.27545875628583
120000,0,0,875000,145000,7250,0,37000,83925,1030.9723,12,3,1064250,12.680965147453083,1,0,0,2.686551766764524
0,0,0,230000,20000,0,0,250,52650,2191.2705,12,2,250250,4.753086419753086,0,0,0,1.9099996477495425
600000,3400,5750,40000,0,0,0,16000,89000,4533.1947,9,4,56000,0.6292134831460674,1,1,1,0.9666847456255615
0,3000,0,1400000,150000,0,0,85000,111975,181.7194,11,4,1635000,14.601473543201607,0,1,0,2.809491459085629
42000,0,0,185000,0,0,0,0,55425,780.2951,10,2,185000,3.3378439332431213,1,0,0,1.674821813620328
85000,1600,0,38000,70000,0,0,39000,44850,2769.9493,10,2,147000,3.277591973244147,1,1,0,1.6634699280151333
0,0,0,100000,925000,0,0,30000,68375,444.9095,10,1,1055000,15.429616087751372,0,0,0,2.8581708333427898
97500,0,0,0,1650000,20000,0,75000,148475,902.8988,9,4,1745000,11.7528203401246,1,0,0,2.621243918724668
82500,1500,0,650000,40000,0,0,0,63225,943.9313,8,4,690000,10.913404507710558,1,1,0,2.55826588099229
290000,950,0,47000,150000,0,130000,4100,147900,687.2501,8,3,331100,2.2386747802569302,1,1,0,1.4442506685631689
0,21000,0,0,19000,0,0,550,58925,3006.4981,6,4,19550,0.3317776834959695,0,1,0,0.8466309309660541
0,2800,0,90000,0,0,0,0,44775,1779.6869,7,4,90000,2.0100502512562812,0,1,0,1.3888037727253164
0,0,0,0,440000,0,0,180000,121375,1197.3082,8,3,620000,5.108135942327498,0,0,0,1.961240035366624
0,0,0,0,525000,0,0,72500,98575,210.5828,11,4,597500,6.061374587877251,0,0,0,2.0870840863791376
160000,0,26000,725000,6750,0,0,0,153175,1111.3556,8,2,731750,4.777215603068385,1,0,1,1.9135663395874813
0,0,5750,0,0,0,0,115000,151525,914.0823,9,4,115000,0.7589506682065665,0,0,1,1.014850414758718
0,0,0,420000,0,105000,0,145000,162875,226.557,14,4,670000,4.113584036838066,0,0,0,1.8105131866167445
0,0,0,47000,0,0,0,100000,38300,996.7615,13,1,147000,3.838120104438642,0,0,0,1.7644088450943438
195000,0,0,230000,0,0,0,36000,94875,2115.9197,7,2,266000,2.80368906455863,1,0,0,1.5693841778429785
470000,175,0,550000,155000,0,0,0,78025,664.3424,7,4,705000,9.035565523870554,1,1,0,2.4011232865940655
0,0,0,210000,0,0,0,0,57400,1099.5118,14,1,210000,3.658536585365854,0,0,0,1.7331653049620022
0,0,0,180000,44000,0,21000,70000,34975,1729.2599,9,4,315000,9.006433166547534,0,0,0,2.3984799351725137
0,350,0,0,0,360000,0,41000,34225,2436.1951,13,3,401000,11.716581446311176,0,1,0,2.6186054255300437
0,0,0,19000,150000,0,0,115000,56750,1764.25,9,4,284000,5.004405286343612,0,0,0,1.9465392777328745
190000,0,39000,825000,21000,0,0,0,159325,1894.2016,11,3,846000,5.309901145457398,1,0,1,1.9892297504770056
0,0,0,320000,420000,26000,0,130000,116575,794.3825,10,2,896000,7.686039030666953,0,0,0,2.2706855735689286
125000,0,0,6250,145000,0,0,0,82150,869.0153,8,3,151250,1.8411442483262326,1,0,0,1.3457703035469715
100000,0,21000,0,0,175000,0,0,83550,3120.8567,7,3,175000,2.0945541591861163,1,0,1,1.4096578369421564
0,0,0,0,0,0,0,13000,18750,488.588,13,1,13000,0.6933333333333334,0,0,0,0.9907795838648943
0,950,0,0,41000,0,0,0,184400,384.7285,8,2,41000,0.22234273318872017,0,1,0,0.7985619246823059
0,200,0,1300000,410000,0,0,130000,155150,407.2837,11,4,1840000,11.859490815339994,0,1,0,2.6289702553769536
0,2100,0,115000,4600,0,0,8000,63325,550.4596,8,2,127600,2.01500197394394,0,1,0,1.3900378390409305
67500,0,0,155000,260000,0,0,0,69725,3387.4656,11,2,415000,5.951954105414127,1,0,0,2.0734176978856724
0,0,0,1600000,0,0,0,31000,105425,354.4738,11,4,1631000,15.47071377756699,0,0,0,2.860525980642008
0,0,0,1000000,300000,0,0,200000,229250,1391.044,10,4,1500000,6.543075245365322,0,0,0,2.145121041969312
0,0,0,0,100000,0,0,105000,83350,1329.3248,12,2,205000,2.459508098380324,0,0,0,1.4950384681064035
0,0,0,0,0,10000,0,0,31175,2363.6352,14,1,10000,0.32076984763432237,0,0,0,0.8418989615113927
0,0,0,100000,0,450000,0,87500,130400,1527.7182,14,4,637500,4.888803680981595,0,0,0,1.9298974387426084
625000,0,0,52500,47500,0,0,0,215175,330.4839,7,4,100000,0.46473800395027304,1,0,0,0.9020855154159411
0,0,0,1450000,130000,165000,0,77500,169575,46.1217,11,3,1822500,10.747456877487837,0,0,0,2.545331791120337
82500,0,0,0,47500,0,0,52500,191225,910.2928,8,4,100000,0.522944175709243,1,0,0,0.9254265432584631
0,0,0,140000,0,15500,0,0,34950,2572.9015,14,4,155500,4.449213161659514,0,0,0,1.8639581329258568
0,0,0,400000,0,0,0,0,59950,2384.6193,9,4,400000,6.672226855713094,0,0,0,2.160125603916147
0,0,0,310000,0,0,0,4750,85300,1684.1221,14,3,314750,3.689917936694021,0,0,0,1.738695825660602
0,0,0,380000,800000,0,0,52500,96050,2737.341,11,2,1232500,12.831858407079647,0,0,0,2.696777462329688
0,0,0,230000,155000,0,0,50000,146625,371.8704,10,2,435000,2.9667519181585678,0,0,0,1.6027660888659045
155000,0,0,155000,5250,0,0,0,80850,817.2951,7,4,160250,1.982065553494125,1,0,0,1.3818006679610766
0,0,0,290000,0,155000,0,60000,54475,1200.4543,12,4,505000,9.27030748049564,0,0,0,2.422171610775838
205000,9500,0,600000,0,0,6000,28000,103250,1294.4078,7,4,634000,6.14043583535109,1,1,0,2.096843721007528
97500,0,0,0,95000,0,0,38000,117700,1051.483,10,1,133000,1.1299915038232795,1,0,0,1.1410302901149207
0,0,0,500000,150000,120000,0,100000,53250,2246.7448,12,3,870000,16.338028169014084,0,0,0,2.9089769457271992
0,0,0,0,0,400000,0,20000,110425,1094.4118,13,2,420000,3.803486529318542,0,0,0,1.758458862693243
0,0,10500,8750,15500,0,0,0,128300,1367.882,7,1,24250,0.18901013250194856,0,0,1,0.7834494473568511
195000,0,0,430000,19000,0,0,1900,84700,1089.0468,11,4,450900,5.323494687131051,1,0,0,1.9910876303210632
0,825,0,190000,0,0,0,0,63775,2923.3358,11,3,190000,2.9792238337906705,0,1,0,1.6052740222211088
0,0,0,600000,10500,0,36000,20000,198900,1121.5669,9,3,666500,3.350930115635998,0,0,0,1.677270399187072
0,0,0,330000,0,55000,0,28000,46575,1155.996,12,2,413000,8.867418142780462,0,0,0,2.3857691515571084
0,0,0,240000,0,230000,0,125000,64475,1614.8271,14,4,595000,9.228383094222567,0,0,0,2.418444777460022
330000,0,0,800000,155000,0,0,2100,173125,822.3648,7,4,957100,5.528375451263538,1,0,0,2.018679275011722
0,0,0,60000,8000,0,0,0,50575,695.3708,7,2,68000,1.3445378151260505,0,0,0,1.2073285121729083
160000,400,0,17500,24000,0,0,0,97275,2399.6598,6,3,41500,0.42662554613209974,1,1,0,0.8865016281216784
0,10000,0,30000,240000,0,350000,0,105975,626.037,11,4,620000,5.850436423684831,0,1,0,2.0605691256228154
0,0,0,270000,675000,0,0,100000,100125,938.5443,10,2,1045000,10.436953807740325,0,0,0,2.5206721865648696
0,0,0,725000,0,0,0,0,87625,463.4652,9,1,725000,8.273894436519258,0,0,0,2.3296061571742306
38000,0,0,57500,850,0,0,1050,139050,436.109,6,3,59400,0.42718446601941745,1,0,0,0.8867319296326106
0,350,0,280000,0,250000,0,0,95200,861.9303,13,4,530000,5.567226890756302,0,1,0,2.0238266715044815
0,0,0,0,55000,0,0,5750,181175,479.6846,9,4,60750,0.33531116323996135,0,0,0,0.8481451427306768
350000,5250,0,825000,29000,0,0,0,137250,440.4703,8,4,854000,6.222222222222222,1,1,0,2.10684051586795
0,5250,0,165000,500,0,0,0,85325,491.018,10,3,165500,1.939642543217111,0,1,0,1.371089994122275
0,0,0,525000,0,14500,0,150000,74975,796.9307,12,4,689500,9.196398799599868,0,0,0,2.4155921908473346
0,0,0,22000,0,0,0,0,24900,4096.9398,13,2,22000,0.8835341365461847,0,0,0,1.0590166725835166
0,0,0,15500,125000,0,0,60000,79450,597.8559,11,4,200500,2.5235997482693517,0,0,0,1.5093080813667337
390000,350,0,300000,10500,0,1550,0,100075,1261.8553,8,4,312050,3.118161378965776,1,1,0,1.6327952688867875
0,0,0,135000,0,0,0,0,25300,3808.8567,10,1,135000,5.335968379446641,0,0,0,1.9927894246186257
105000,0,0,1000000,0,0,0,0,163925,3921.624,7,4,1000000,6.1003507701692845,1,0,0,2.0919073656999316
82500,175,0,380000,5000,0,0,2700,39800,654.8656,10,2,387700,9.741206030150753,1,1,0,2.4631045374159886
0,0,0,700000,440000,0,0,21000,112475,813.1589,8,3,1161000,10.322293843076238,0,0,0,2.5114101293358178
90000,0,0,390000,16500,0,0,10000,120450,1425.1736,6,4,416500,3.4578663345786635,1,0,0,1.6970579321692387
33000,5250,0,49000,0,29000,0,0,11900,782.0964,6,3,78000,6.554621848739496,1,1,0,2.1464717039989387
0,0,9500,195000,0,0,0,50,40375,3210.8076,7,1,195050,4.830959752321982,0,0,1,1.9214651838163808
145000,1450,14500,0,24000,0,0,0,94475,1684.836,6,4,24000,0.2540354591161683,1,1,1,0.8127221471336697
0,0,0,300000,0,145000,0,160000,80325,906.1201,13,4,605000,7.5319016495487086,0,0,0,2.2546442412592946
0,350,0,145000,0,0,0,6250,51750,907.1875,13,3,151250,2.922705314009662,0,1,0,1.5938582399573558
10500,0,0,0,300000,0,0,0,57150,1681.9515,9,3,300000,5.2493438320209975,1,0,0,1.9809109588425364
0,0,0,62500,900000,0,0,65000,73575,921.43,9,4,1027500,13.965341488277268,0,0,0,2.7704202157455198
0,3000,0,0,32000,0,0,0,88325,1140.7731,8,3,32000,0.362298330031135,0,1,0,0.8596350137923526
0,0,0,16500,2100000,475000,0,120000,182800,337.2422,13,4,2711500,14.833150984682714,0,0,0,2.8233502149614256
575000,3000,0,70000,0,0,0,0,33300,978.519,7,2,70000,2.1021021021021022,1,1,0,1.4114995501502916
0,0,0,0,0,34000,600,135000,30550,3279.6823,14,4,169600,5.551554828150572,0,0,0,2.0217534795621037
220000,0,0,50000,34000,0,0,34000,111025,974.8004,7,2,118000,1.0628236883584778,1,0,0,1.1193372644434816
0,9500,0,500000,10000,0,0,50,91050,1000.4533,9,4,510050,5.601867105985722,0,1,0,2.028393888960127
0,0,0,0,0,0,0,52500,49000,336.2112,10,4,52500,1.0714285714285714,0,0,0,1.1221427860783038
0,0,0,500000,410000,0,0,0,115425,75.4572,10,4,910000,7.883907299111978,0,0,0,2.290907909198527
0,0,0,125000,240000,0,0,0,64200,757.5303,12,4,365000,5.685358255451713,0,0,0,2.039316993399341
0,0,0,625000,390000,140000,0,100000,88675,231.2237,13,4,1255000,14.152805187482379,0,0,0,2.7820937304046356
0,0,0,0,250000,0,0,75000,90900,1085.4778,10,4,325000,3.575357535753575,0,0,0,1.7183564472635509
175000,2300,0,240000,12000,0,0,0,52075,961.9267,6,2,252000,4.8391742678828615,1,1,0,1.9226670032773272
0,0,0,36000,0,31000,0,0,175850,884.1129,12,4,67000,0.3810065396644868,0,0,0,0.8675233141051061
0,0,0,0,26000,0,0,0,64975,1179.0322,7,3,26000,0.4001539053482108,0,0,0,0.8755328625262584
155000,4400,110000,170000,0,0,0,0,104500,984.7097,8,3,170000,1.6267942583732058,1,1,1,1.2883491336775608
0,475,0,450000,52500,0,3800,250,109475,1070.4031,9,3,506550,4.627083809088833,0,1,0,1.8911648596367805
155000,28000,0,480000,62500,0,0,0,171600,1116.7374,7,3,542500,3.1614219114219115,1,1,0,1.6412121057616753
80000,0,0,110000,170000,0,0,24000,68750,3758.9051,6,4,304000,4.421818181818182,1,0,0,1.859701283497334
0,0,0,0,60000,0,1200,52500,54825,1733.74,8,3,113700,2.073871409028728,0,0,0,1.4045937534941757
0,0,0,1000000,550000,0,0,50000,102875,526.7337,11,3,1600000,15.552855407047387,0,0,0,2.8652166379337225
0,0,1550,1900000,500000,0,0,1050,162750,2729.3608,8,4,2401050,14.752995391705069,0,0,1,2.818577071638539
0,125,0,0,360000,0,0,52500,109825,1383.167,8,3,412500,3.755975415433644,0,1,0,1.7502385178960633
0,0,0,0,210000,310000,0,52500,135075,390.1816,11,4,572500,4.238386081806404,0,0,0,1.8307215081918995
0,0,0,330000,200000,0,0,105000,123125,240.9883,10,3,635000,5.157360406091371,0,0,0,1.9681412546342254
47500,0,0,1200000,39000,0,0,0,97375,484.9047,9,2,1239000,12.72400513478819,1,0,0,2.689479164252668
0,14500,165000,190000,105000,0,0,0,190300,899.3726,9,2,295000,1.5501839201261167,0,1,1,1.2669994106315412
0,0,0,975000,0,370000,0,0,119175,2030.9667,14,1,1345000,11.285924061254457,0,0,0,2.586705133530076
0,0,0,0,0,0,0,24000,22925,407.8515,14,2,24000,1.0468920392584515,0,0,0,1.1141220675604422
0,0,0,0,150000,0,0,0,113025,191.1349,14,3,150000,1.3271400132714002,0,0,0,1.2021130800917432
0,0,0,550000,180000,0,0,11500,60925,952.3056,10,4,741500,12.17070168239639,0,0,0,2.6511765713471696
0,0,0,0,575000,0,0,0,134325,1457.0511,9,4,575000,4.280662572119859,0,0,0,1.8374754800294613
220000,725,0,60000,12500,0,0,0,91325,581.8188,7,3,72500,0.7938680536545305,1,1,0,1.0274270348286343
0,0,0,0,0,0,0,4750,21625,4991.7258,12,1,4750,0.21965317919075145,0,0,0,0.7973509580899478
0,1500,0,300000,700000,14000,0,30000,156875,659.0569,11,4,1044000,6.654980079681275,0,1,0,2.1581348870289063
0,0,0,0,20000,0,0,10000,26175,685.6099,13,3,30000,1.146131805157593,0,0,0,1.1461736998670486
0,0,0,0,0,7250,500,20000,44925,982.6688,14,1,27750,0.6176961602671118,0,0,0,0.9622946027949039
240000,6000,0,600000,72500,0,0,30,176600,3155.0921,11,2,672530,3.808210645526614,1,1,0,1.7592725450340037
0,0,0,0,0,675000,0,85000,68300,493.0109,9,2,760000,11.127379209370424,0,0,0,2.5747000651445946
0,0,0,10500,0,24000,3700,80000,14500,885.6912,14,2,118200,8.151724137931035,0,0,0,2.3176435568682474
41000,600,0,650000,0,0,0,0,92925,647.6658,9,2,650000,6.994888350820554,1,1,0,2.196656454965324
195000,1250,0,210000,14500,0,0,0,131225,1651.877,7,3,224500,1.7108020575347684,1,1,0,1.3112480412688448
155000,1450,0,360000,0,0,0,2000,123825,6003.45,6,3,362000,2.923480718756309,1,1,0,1.5940157435319724
0,0,0,185000,175000,0,0,39000,41150,4434.4686,9,2,399000,9.696233292831106,0,0,0,2.459266849185985
130000,10500,0,85000,1000000,0,0,82500,282700,900.3027,9,4,1167500,4.129819596745667,1,1,0,1.813165319946655
0,1300,0,145000,0,77500,0,41000,34600,3177.3777,14,3,263500,7.615606936416185,0,1,0,2.2633875009607527
0,12000,0,260000,46000,0,0,2400,31250,4054.0501,7,3,308400,9.8688,0,1,0,2.4739131083131345
0,0,0,17000,0,0,0,0,25800,3102.8287,14,1,17000,0.6589147286821705,0,0,0,0.9779180428042678
0,0,0,650000,725000,0,0,30000,147675,788.6099,9,3,1405000,9.514135771119012,0,0,0,2.4435754780130865
0,0,0,0,170000,52500,0,48000,87775,1927.7098,11,3,270500,3.081743093135859,0,0,0,1.6256543313052967
115000,0,0,270000,155000,0,0,10000,117975,737.7866,7,4,435000,3.6872218690400507,1,0,0,1.7382218809345156
85000,0,0,500000,29000,0,0,0,220375,655.9425,9,4,529000,2.4004537719795804,1,0,0,1.4817076656020423
140000,0,0,0,67500,0,0,0,88000,1617.5135,9,4,67500,0.7670454545454546,1,0,0,1.017780128044438
0,0,0,0,40000,0,0,5250,29100,2350.3198,10,4,45250,1.5549828178694158,0,0,0,1.2683502300141052
0,0,0,1350000,105000,0,0,145000,203000,1972.2539,8,4,1600000,7.8817733990147785,0,0,0,2.2906919894800937
31000,0,0,0,145000,0,0,0,73475,1979.8461,9,2,145000,1.9734603606668935,1,0,0,1.3796373424245656
0,0,0,140000,57500,0,41000,29000,152650,855.5783,8,4,267500,1.752374713396659,0,0,0,1.322388896465549
0,0,0,525000,0,75000,0,0,72100,1131.2182,12,1,600000,8.321775312066574,0,0,0,2.334255771621619
0,0,0,0,1150000,0,2100,50000,281725,279.8798,10,4,1202100,4.266926967787736,0,0,0,1.835286117718076
87500,0,0,420000,0,0,0,0,80200,3970.406,8,3,420000,5.236907730673317,1,0,0,1.979194006137564
240000,3500,0,775000,125000,0,0,0,96325,1272.631,7,2,900000,9.343368803529717,1,1,0,2.42863332680394
0,2000,0,340000,50000,0,0,0,76300,416.2069,10,3,390000,5.111402359108781,0,1,0,1.9616994619344201
